"FECHA","ID_ESTACION","NOM_ESTACION","ESPECIE","ESPECIE_DES","ALTURA","DAP","TIPO","TIPO_DES","ESTADO","ESTADO_DES"
28/08/96;45916;"Rinconada -2";"LR";"Laguncularia racemosa";5;4,8;"8";"Tronco";"6";"Vivo"
28/08/96;45916;"Rinconada -2";"RM";"Rhizophora mangle";1,7;2,7;"8";"Tronco";"6";"Vivo"
28/08/96;45916;"Rinconada -2";"AG";"Avicennia germinans";4,8;8;"8";"Tronco";"6";"Vivo"
28/08/96;45916;"Rinconada -2";"AG";"Avicennia germinans";5,1;6,2;"8";"Tronco";"6";"Vivo"
28/08/96;45916;"Rinconada -2";"AG";"Avicennia germinans";3,9;2,6;"8";"Tronco";"6";"Vivo"
28/08/96;45916;"Rinconada -2";"AG";"Avicennia germinans";10,6;19,9;"8";"Tronco";"6";"Vivo"
28/08/96;45916;"Rinconada -2";"AG";"Avicennia germinans";3,2;3,6;"8";"Tronco";"6";"Vivo"
28/08/96;45916;"Rinconada -2";"AG";"Avicennia germinans";4,4;3,3;"8";"Tronco";"6";"Vivo"
28/08/96;45916;"Rinconada -2";"AG";"Avicennia germinans";9,3;21,3;"8";"Tronco";"6";"Vivo"
28/08/96;45916;"Rinconada -2";"AG";"Avicennia germinans";3,4;4,6;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"RM";"Rhizophora mangle";12,8;24,7;"7";"Rama";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"RM";"Rhizophora mangle";3,7;29,3;"7";"Rama";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";8,4;7,1;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";7,3;5,4;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";5,3;3,6;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";8,4;7,2;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";5,7;4,5;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";1,7;6,6;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";7,1;5;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";5,4;5,7;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";7,2;6,5;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";7,2;3,5;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";6,8;4,3;"7";"Rama";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";6,3;4,5;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";5,7;4,6;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";5,7;7,1;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";6,8;6,3;"7";"Rama";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";4,6;3,1;"7";"Rama";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";6,2;6,7;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"LR";"Laguncularia racemosa";3,7;3,5;"8";"Tronco";"1";"Caido"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";11;10,3;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";7,7;4,8;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";3,7;2,5;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";6,2;7,8;"8";"Tronco";"2";"Cortado"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";5,9;3,6;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";5,8;3,4;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";4,9;3,1;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"RM";"Rhizophora mangle";14,2;33,3;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";5,9;4,1;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"RM";"Rhizophora mangle";4,3;3,7;"8";"Tronco";"6";"Vivo"
30/08/95;45916;"Rinconada -2";"AG";"Avicennia germinans";1,7;3,5;"7";"Rama";"1";"Caido"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";13,4;29,94;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";21,5;14,7;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";7,75;11,4;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";3,33;8,3;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";12,67;36,4;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";8,36;15,8;"8";"Tronco";"3";"Mal Estado"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";8,03;20,4;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";6,67;17,5;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";13,36;31;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";4,83;5,4;"7";"Rama";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";7,83;30,2;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";3,33;5,5;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";12,33;31,4;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";11,67;27,5;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";11,37;25,4;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";3,33;5,5;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";11,66;26,5;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";5;7,4;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";6,33;10,7;"8";"Tronco";"1";"Caido"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";4;4,7;"7";"Rama";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";13;40,2;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";10,64;15,2;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"RM";"Rhizophora mangle";10,67;32,4;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";3;4,5;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";3,67;5,6;"8";"Tronco";"1";"Caido"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";3,2;5,5;"7";"Rama";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";6,33;7,7;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";3,53;5,8;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"RM";"Rhizophora mangle";6;14,3;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";11,3;19,2;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";11,03;22,6;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";11,7;21,7;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";4,66;6,7;"8";"Tronco";"6";"Vivo"
01/03/06;45920;"Rinconada -3";"AG";"Avicennia germinans";5,83;6,3;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";7;5;"7";"Rama";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";22,5;34,6;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";18;15,6;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";18;16,1;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";7;9,8;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";25;41,3;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";18;22,2;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";20;19,7;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";20;34,5;"8";"Tronco";"5";"Partido"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";7;5,5;"7";"Rama";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";22;33,5;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";9;8;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";26;35,2;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";20;28,7;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";26;29,4;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";4,5;5,5;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";24;31,3;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";6;10,5;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";4;5,3;"7";"Rama";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";29;44,8;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";15;17,5;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"RM";"Rhizophora mangle";25;37;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"RM";"Rhizophora mangle";25;22;"7";"Rama";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";12;9,3;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";6;7,4;"8";"Tronco";"3";"Mal Estado"
01/06/12;45920;"Rinconada -3";"RM";"Rhizophora mangle";12;16,1;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";11;7,4;"7";"Rama";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";20;24;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";28;31,5;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";20;28;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";7;9,5;"8";"Tronco";"1";"Caido"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";10;8,5;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";9,5;15;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";13;9,5;"7";"Rama";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";15;16;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";3;6,6;"7";"Rama";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";15;11,2;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";6;6,7;"7";"Rama";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";13;11,6;"7";"Rama";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";10;7,8;"7";"Rama";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";9;10;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";7;3,9;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";8,5;5,7;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";10;8,7;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";9;8,5;"7";"Rama";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";5;5,5;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";5,5;4;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";10;8,9;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"AG";"Avicennia germinans";8,5;5,7;"8";"Tronco";"6";"Vivo"
01/06/12;45920;"Rinconada -3";"LR";"Laguncularia racemosa";6;3,1;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"LR";"Laguncularia racemosa";6;6,8;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";22;37,2;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";20;16,4;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";8;9,7;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";26;43,8;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";22;22,6;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";20;20,5;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";22;35,1;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";8;5,5;"7";"Rama";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";25;34,2;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";7;8,8;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";25;35,9;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";22;29,2;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";6;6,2;"8";"Tronco";"3";"Mal Estado"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";25;32,5;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";6;5,5;"7";"Rama";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";25;45,8;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";15;17,6;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"RM";"Rhizophora mangle";25;36,9;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"RM";"Rhizophora mangle";25;21,9;"7";"Rama";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";8;9,3;"8";"Tronco";"1";"Caido"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";8;7,5;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"RM";"Rhizophora mangle";10;15,9;"8";"Tronco";"3";"Mal Estado"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";8;7,5;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";20;24;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";25;32;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";22;28,4;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";11;8,7;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";13;15;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";14;9,7;"7";"Rama";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";15;16;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";15;12,5;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";7;6,8;"7";"Rama";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";8;11,8;"8";"Tronco";"1";"Caido"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";8;10,3;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";7;6,5;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";5;4;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";10;5,7;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";9;8,9;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";7;8,2;"7";"Rama";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";8;5,7;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";12;9;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";11;9,6;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";10;6,9;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";6;4,1;"7";"Rama";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";4;5,3;"7";"Rama";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";5;3,8;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";4;3,1;"7";"Rama";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";6;4,9;"7";"Rama";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";3;3;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";3;6,7;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";5;3,8;"7";"Rama";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";12;11,3;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";6;4;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";6;3,2;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";20;22,8;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"AG";"Avicennia germinans";20;10;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"LR";"Laguncularia racemosa";6;4,2;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"LR";"Laguncularia racemosa";7;9,2;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"LR";"Laguncularia racemosa";6;5,8;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"LR";"Laguncularia racemosa";8;9;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"LR";"Laguncularia racemosa";6;5,4;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"LR";"Laguncularia racemosa";8;11,9;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"LR";"Laguncularia racemosa";6;8,4;"8";"Tronco";"6";"Vivo"
01/07/14;45920;"Rinconada -3";"LR";"Laguncularia racemosa";25;24,7;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";16,7;30;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";5,4;12;"7";"Rama";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"LR";"Laguncularia racemosa";4,4;4;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";5;8,5;"8";"Tronco";"3";"Mal Estado"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";15,7;27;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";11,2;14;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"LR";"Laguncularia racemosa";9,7;14;"8";"Tronco";"1";"Caido"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";14,2;22;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";8,7;11,5;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";6,4;8;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";17,7;33;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";12,7;16;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"LR";"Laguncularia racemosa";3;3;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";3;3;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";17,7;19,5;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";9,7;15,5;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";17,7;29,5;"8";"Tronco";"1";"Caido"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";6,4;5;"7";"Rama";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";4,1;3;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";3,8;3,5;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";23,7;29;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";4,9;4,4;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";5;4,2;"7";"Rama";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";10;29;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";11,3;25,3;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";4;4,5;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";8;11;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";8,5;27;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";5,4;6,2;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";5,2;6;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";7;6,6;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";6,9;10,1;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";10,5;37,7;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";8,6;14;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"RM";"Rhizophora mangle";10,4;28,4;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";2,3;3,3;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";6,4;7,5;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";4,1;4,2;"7";"Rama";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";5,5;6,6;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";3,8;4,6;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"RM";"Rhizophora mangle";8,5;13,6;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";4,4;2,9;"7";"Rama";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";4,2;3,8;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";4,5;2,7;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";5,8;4,1;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";19,7;17,4;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";11,5;21;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";8,43;17,2;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";5,3;6,7;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";6,2;5,5;"8";"Tronco";"6";"Vivo"
04/05/01;45920;"Rinconada -3";"AG";"Avicennia germinans";6,3;9;"8";"Tronco";"6";"Vivo"
