"FECHA","ID_ESTACION","NOM_ESTACION","ESPECIE","ESPECIE_DES","ALTURA","DAP","TIPO","TIPO_DES","ESTADO","ESTADO_DES"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";16;14,7;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";8;3,8;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";15;11,7;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";12;9,1;"7";"Rama";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";9;5,1;"7";"Rama";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5;6,1;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";9;5,4;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";1,5;10,7;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";18;15,8;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;5,7;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;8,7;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";18;10,2;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";17;12,2;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";16;9,9;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;4,2;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";18;10;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;4,3;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";15;14,7;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";12;9;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";13;11;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;4,2;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";12;4,8;"7";"Rama";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";8;3,2;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;6,3;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";17;19,8;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4;6;"7";"Rama";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";7;4,8;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";14;13,1;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";11;5,5;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;5,8;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";10;2,8;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";18;13,3;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";20;17,7;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";20;15,1;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";20;22,1;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";14;10,4;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";20;10,8;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";12;10;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";16;15,5;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";7;5,1;"7";"Rama";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";10;8,1;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;5,9;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";12;9,5;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";9;4,5;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";9;4,4;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";9;3,2;"8";"Tronco";"3";"Mal Estado"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";5;3,4;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";7;4,3;"7";"Rama";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;5,3;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;10;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";12;16,5;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";9;6;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;11,8;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;8,3;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;9,6;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";9;5,7;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";1,5;7,4;"7";"Rama";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6;8,1;"7";"Rama";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";2;3,9;"7";"Rama";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";8;3,8;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10;7,8;"7";"Rama";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";6;3,3;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";7;3,4;"8";"Tronco";"6";"Vivo"
06/03/15;45914;"Rinconada -1";"AG";"Avicennia germinans";3;3,1;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";8,2;5,2;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,1;5,1;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";10,3;7;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,6;4;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,24;2,7;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,12;3,3;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,5;2,7;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,3;2,5;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";11,7;17,9;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,6;4,6;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"RM";"Rhizophora mangle";10,5;15,1;"7";"Rama";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,9;3,9;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6;3,5;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";8,4;8,3;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";2,7;3,4;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";4,8;2,7;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,03;3,5;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"RM";"Rhizophora mangle";9,1;8,7;"7";"Rama";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"RM";"Rhizophora mangle";12;18,6;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,1;3,9;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,6;3,2;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,6;3,1;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,6;3,1;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,3;4,1;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";3,7;2,7;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,4;2,7;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,1;4,1;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,8;3,5;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,3;4;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,4;4,2;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,2;3;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,5;3,2;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";8,9;13,5;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,8;3;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"RM";"Rhizophora mangle";4,3;2,6;"7";"Rama";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";4,4;3,2;"7";"Rama";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,6;3,7;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,2;2,8;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,5;4,1;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";7,3;8,1;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,6;3,5;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,7;7,6;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,4;4,8;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";5,8;2,7;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,2;6,6;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,2;4,4;"7";"Rama";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";8,7;9;"7";"Rama";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,1;3,7;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,6;5,2;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";7,1;5;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,3;4,3;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,1;5,6;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";6,4;4,1;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";4,5;3,8;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,9;9,3;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,5;3,5;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,5;3,1;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,3;2,6;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";4,3;2,6;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";7,7;9;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,1;3,2;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"RM";"Rhizophora mangle";5,7;2,6;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,6;3,8;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";5,6;5,1;"7";"Rama";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,4;4,3;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";5,3;4,6;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";2,9;9,2;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";4,5;2,7;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";3,6;3,3;"7";"Rama";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,6;4,1;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,8;3,2;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,7;6,9;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,8;4;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,4;3,2;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,5;3,6;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,9;4;"7";"Rama";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,5;3,6;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";4,8;3,7;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,4;2,8;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,9;4,9;"7";"Rama";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,28;2,5;"7";"Rama";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";8;9;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,8;4;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,6;3,6;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6;4,7;"8";"Tronco";"6";"Vivo"
06/09/95;45914;"Rinconada -1";"RM";"Rhizophora mangle";5,3;3,9;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,3;5,1;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,48;4,5;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,9;6,2;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,5;7,9;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,4;6;"7";"Rama";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,7;4,6;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";7,5;6,9;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";7,6;6,1;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";8,2;8;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,6;6,1;"7";"Rama";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,9;3,3;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";13,2;15;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"RM";"Rhizophora mangle";6,1;6;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";9,3;4,1;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";7,1;4,8;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,2;6,8;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";7,4;5,2;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,6;6,1;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,5;5,9;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";6;3,4;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";5,5;4,2;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5;3,2;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,1;8,2;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7;10,4;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,2;4;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,6;2,6;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,2;2,7;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";6,2;4;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";5,3;4,1;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";5,31;3,9;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";4,9;2,9;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";4,9;2,5;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";9,7;7,8;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";8,2;6,1;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";4,93;2,8;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,9;3,7;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";9,3;16,9;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";4;2,6;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";4,8;4,5;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,4;2,7;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";9,1;10,9;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,4;14;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,4;3,8;"7";"Rama";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";7;3,4;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,4;3,5;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";8,6;5,2;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";5,5;3;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,3;5,3;"8";"Tronco";"6";"Vivo"
08/09/95;45914;"Rinconada -1";"AG";"Avicennia germinans";5,5;2,7;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6;4,8;"8";"Tronco";"1";"Caido"
09/03/01;45914;"Rinconada -1";"LR";"Laguncularia racemosa";6,6;4,5;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";6,5;10,7;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";14,7;34;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"LR";"Laguncularia racemosa";8,9;7,7;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";8,3;10,6;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";10,7;30,3;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,1;4,3;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"RM";"Rhizophora mangle";7,3;6;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,2;6,5;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";8,9;11,5;"7";"Rama";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"LR";"Laguncularia racemosa";8,1;5,7;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";9,1;20,1;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"RM";"Rhizophora mangle";8,1;12,7;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";3,9;3,6;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";5,6;10,5;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";9,1;9;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";10,7;15,5;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";7,4;6,2;"8";"Tronco";"5";"Partido"
09/03/01;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,5;5;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";4,6;7,2;"8";"Tronco";"5";"Partido"
09/03/01;45914;"Rinconada -1";"LR";"Laguncularia racemosa";9,9;8,8;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"RM";"Rhizophora mangle";9,7;18,5;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";11,1;15;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";6,7;5,3;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"LR";"Laguncularia racemosa";7,4;4,9;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";10,7;14;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";8,5;7,4;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";4,1;4,7;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"LR";"Laguncularia racemosa";4,1;3,5;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,2;2,9;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";8,3;8,1;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";3,4;4,4;"8";"Tronco";"6";"Vivo"
09/03/01;45914;"Rinconada -1";"LR";"Laguncularia racemosa";5,2;5,3;"8";"Tronco";"1";"Caido"
09/03/01;45914;"Rinconada -1";"AG";"Avicennia germinans";5,6;4,3;"8";"Tronco";"6";"Vivo"
